"ID","Modul","Tip","Ruta ili fajl","Akcija/kontrola","Očekivani rezultat","Izvor implementacije","Preduslovi","Status","Prioritet","Dokaz","Napomena","Preporučeni test"
"CTL-0012","Nalog i autentikacija","UI_CONTROL","src/app/(account)/nalog/lozinka/nova/form.tsx:14","Input: password","Kontrola je dostupna tastaturom, izvršava akciju i prikazuje tačno stanje","src/app/(account)/nalog/lozinka/nova/form.tsx","Stranica koja renderuje komponentu","PARTIAL","P2","Statička kontrola inventarisana + build; direktan događaj/persistence nije zasebno dokazan","Jedan red predstavlja jednu statičku JSX definiciju; runtime mapiranja mogu proizvesti više instanci.","Browser interaction + keyboard/focus + error state"
"CTL-0013","Nalog i autentikacija","UI_CONTROL","src/app/(account)/nalog/lozinka/nova/form.tsx:18","Input: confirmPassword","Kontrola je dostupna tastaturom, izvršava akciju i prikazuje tačno stanje","src/app/(account)/nalog/lozinka/nova/form.tsx","Stranica koja renderuje komponentu","PARTIAL","P2","Statička kontrola inventarisana + build; direktan događaj/persistence nije zasebno dokazan","Jedan red predstavlja jednu statičku JSX definiciju; runtime mapiranja mogu proizvesti više instanci.","Browser interaction + keyboard/focus + error state"
"CTL-0014","Nalog i autentikacija","UI_CONTROL","src/app/(account)/nalog/lozinka/nova/form.tsx:20","Button: submit","Kontrola je dostupna tastaturom, izvršava akciju i prikazuje tačno stanje","src/app/(account)/nalog/lozinka/nova/form.tsx","Stranica koja renderuje komponentu","PARTIAL","P2","Statička kontrola inventarisana + build; direktan događaj/persistence nije zasebno dokazan","Jedan red predstavlja jednu statičku JSX definiciju; runtime mapiranja mogu proizvesti više instanci.","Browser interaction + keyboard/focus + error state"
"CTL-0015","Nalog i autentikacija","UI_CONTROL","src/app/(account)/nalog/lozinka/nova/page.tsx:51","form: resetPassword","Validacija, submit samo jednom, jasna success/error povratna informacija","src/app/(account)/nalog/lozinka/nova/page.tsx","Stranica koja renderuje komponentu","PARTIAL","P2","Statička kontrola inventarisana + build; direktan događaj/persistence nije zasebno dokazan","Jedan red predstavlja jednu statičku JSX definiciju; runtime mapiranja mogu proizvesti više instanci.","Browser interaction + keyboard/focus + error state"
"CTL-0016","Nalog i autentikacija","UI_CONTROL","src/app/(account)/nalog/lozinka/nova/page.tsx:52","input: hidden","Kontrola je dostupna tastaturom, izvršava akciju i prikazuje tačno stanje","src/app/(account)/nalog/lozinka/nova/page.tsx","Stranica koja renderuje komponentu","PARTIAL","P2","Statička kontrola inventarisana + build; direktan događaj/persistence nije zasebno dokazan","Jedan red predstavlja jednu statičku JSX definiciju; runtime mapiranja mogu proizvesti više instanci.","Browser interaction + keyboard/focus + error state"
"CTL-0017","Nalog i autentikacija","UI_CONTROL","src/app/(account)/nalog/lozinka/nova/page.tsx:56","Link: Zatražite novi link","Kontrola je dostupna tastaturom, izvršava akciju i prikazuje tačno stanje","src/app/(account)/nalog/lozinka/nova/page.tsx","Stranica koja renderuje komponentu","PARTIAL","P2","Statička kontrola inventarisana + build; direktan događaj/persistence nije zasebno dokazan","Jedan red predstavlja jednu statičku JSX definiciju; runtime mapiranja mogu proizvesti više instanci.","Browser interaction + keyboard/focus + error state"
"CTL-0018","Nalog i autentikacija","UI_CONTROL","src/app/(account)/nalog/lozinka/zaboravljena/form.tsx:32","form: form bez statičkog labela","Validacija, submit samo jednom, jasna success/error povratna informacija","src/app/(account)/nalog/lozinka/zaboravljena/form.tsx","Stranica koja renderuje komponentu","PARTIAL","P2","Statička kontrola inventarisana + build; direktan događaj/persistence nije zasebno dokazan","Jedan red predstavlja jednu statičku JSX definiciju; runtime mapiranja mogu proizvesti više instanci.","Browser interaction + keyboard/focus + error state"
"CTL-0019","Nalog i autentikacija","UI_CONTROL","src/app/(account)/nalog/lozinka/zaboravljena/form.tsx:35","Input: email","Kontrola je dostupna tastaturom, izvršava akciju i prikazuje tačno stanje","src/app/(account)/nalog/lozinka/zaboravljena/form.tsx","Stranica koja renderuje komponentu","PARTIAL","P2","Statička kontrola inventarisana + build; direktan događaj/persistence nije zasebno dokazan","Jedan red predstavlja jednu statičku JSX definiciju; runtime mapiranja mogu proizvesti više instanci.","Browser interaction + keyboard/focus + error state"
"CTL-0020","Nalog i autentikacija","UI_CONTROL","src/app/(account)/nalog/lozinka/zaboravljena/form.tsx:42","Button: submit","Kontrola je dostupna tastaturom, izvršava akciju i prikazuje tačno stanje","src/app/(account)/nalog/lozinka/zaboravljena/form.tsx","Stranica koja renderuje komponentu","PARTIAL","P2","Statička kontrola inventarisana + build; direktan događaj/persistence nije zasebno dokazan","Jedan red predstavlja jednu statičku JSX definiciju; runtime mapiranja mogu proizvesti više instanci.","Browser interaction + keyboard/focus + error state"
"CTL-0021","Nalog i autentikacija","UI_CONTROL","src/app/(account)/nalog/lozinka/zaboravljena/page.tsx:18","PasswordResetRequestForm: PasswordResetRequestForm bez statičkog labela","Validacija, submit samo jednom, jasna success/error povratna informacija","src/app/(account)/nalog/lozinka/zaboravljena/page.tsx","Stranica koja renderuje komponentu","PARTIAL","P2","Statička kontrola inventarisana + build; direktan događaj/persistence nije zasebno dokazan","Jedan red predstavlja jednu statičku JSX definiciju; runtime mapiranja mogu proizvesti više instanci.","Browser interaction + keyboard/focus + error state"
"CTL-0022","Nalog i autentikacija","UI_CONTROL","src/app/(account)/nalog/lozinka/zaboravljena/page.tsx:19","Link: Nazad na prijavu","Kontrola je dostupna tastaturom, izvršava akciju i prikazuje tačno stanje","src/app/(account)/nalog/lozinka/zaboravljena/page.tsx","Stranica koja renderuje komponentu","PARTIAL","P2","Statička kontrola inventarisana + build; direktan događaj/persistence nije zasebno dokazan","Jedan red predstavlja jednu statičku JSX definiciju; runtime mapiranja mogu proizvesti više instanci.","Browser interaction + keyboard/focus + error state"
"CTL-0023","Nalog i autentikacija","UI_CONTROL","src/app/(account)/nalog/page.tsx:107","form: signOutAction","Validacija, submit samo jednom, jasna success/error povratna informacija","src/app/(account)/nalog/page.tsx","Stranica koja renderuje komponentu","PARTIAL","P2","Statička kontrola inventarisana + build; direktan događaj/persistence nije zasebno dokazan","Jedan red predstavlja jednu statičku JSX definiciju; runtime mapiranja mogu proizvesti više instanci.","Browser interaction + keyboard/focus + error state"
"CTL-0024","Nalog i autentikacija","UI_CONTROL","src/app/(account)/nalog/page.tsx:108","Button: Odjava","Kontrola je dostupna tastaturom, izvršava akciju i prikazuje tačno stanje","src/app/(account)/nalog/page.tsx","Stranica koja renderuje komponentu","PARTIAL","P2","Statička kontrola inventarisana + build; direktan događaj/persistence nije zasebno dokazan","Jedan red predstavlja jednu statičku JSX definiciju; runtime mapiranja mogu proizvesti više instanci.","Browser interaction + keyboard/focus + error state"
"CTL-0025","Nalog i autentikacija","UI_CONTROL","src/app/(account)/nalog/page.tsx:125","Link: item.href","Kontrola je dostupna tastaturom, izvršava akciju i prikazuje tačno stanje","src/app/(account)/nalog/page.tsx","Stranica koja renderuje komponentu","PARTIAL","P2","Statička kontrola inventarisana + build; direktan događaj/persistence nije zasebno dokazan","Jedan red predstavlja jednu statičku JSX definiciju; runtime mapiranja mogu proizvesti više instanci.","Browser interaction + keyboard/focus + error state"
"CTL-0026","Nalog i autentikacija","UI_CONTROL","src/app/(account)/nalog/page.tsx:159","Link: Otvori porudžbine","Kontrola je dostupna tastaturom, izvršava akciju i prikazuje tačno stanje","src/app/(account)/nalog/page.tsx","Stranica koja renderuje komponentu","PARTIAL","P2","Statička kontrola inventarisana + build; direktan događaj/persistence nije zasebno dokazan","Jedan red predstavlja jednu statičku JSX definiciju; runtime mapiranja mogu proizvesti više instanci.","Browser interaction + keyboard/focus + error state"
"CTL-0027","Nalog i autentikacija","UI_CONTROL","src/app/(account)/nalog/podesavanja/page.tsx:92","Link: ← Moj nalog","Kontrola je dostupna tastaturom, izvršava akciju i prikazuje tačno stanje","src/app/(account)/nalog/podesavanja/page.tsx","Stranica koja renderuje komponentu","PARTIAL","P2","Statička kontrola inventarisana + build; direktan događaj/persistence nije zasebno dokazan","Jedan red predstavlja jednu statičku JSX definiciju; runtime mapiranja mogu proizvesti više instanci.","Browser interaction + keyboard/focus + error state"
"CTL-0028","Nalog i autentikacija","UI_CONTROL","src/app/(account)/nalog/podesavanja/page.tsx:100","form: updateProfileAction","Validacija, submit samo jednom, jasna success/error povratna informacija","src/app/(account)/nalog/podesavanja/page.tsx","Stranica koja renderuje komponentu","PARTIAL","P2","Statička kontrola inventarisana + build; direktan događaj/persistence nije zasebno dokazan","Jedan red predstavlja jednu statičku JSX definiciju; runtime mapiranja mogu proizvesti više instanci.","Browser interaction + keyboard/focus + error state"
"CTL-0029","Nalog i autentikacija","UI_CONTROL","src/app/(account)/nalog/podesavanja/page.tsx:104","select: language","Kontrola je dostupna tastaturom, izvršava akciju i prikazuje tačno stanje","src/app/(account)/nalog/podesavanja/page.tsx","Stranica koja renderuje komponentu","PARTIAL","P2","Statička kontrola inventarisana + build; direktan događaj/persistence nije zasebno dokazan","Jedan red predstavlja jednu statičku JSX definiciju; runtime mapiranja mogu proizvesti više instanci.","Browser interaction + keyboard/focus + error state"
"CTL-0030","Nalog i autentikacija","UI_CONTROL","src/app/(account)/nalog/podesavanja/page.tsx:105","input: isBusiness","Kontrola je dostupna tastaturom, izvršava akciju i prikazuje tačno stanje","src/app/(account)/nalog/podesavanja/page.tsx","Stranica koja renderuje komponentu","PARTIAL","P2","Statička kontrola inventarisana + build; direktan događaj/persistence nije zasebno dokazan","Jedan red predstavlja jednu statičku JSX definiciju; runtime mapiranja mogu proizvesti više instanci.","Browser interaction + keyboard/focus + error state"
"CTL-0031","Nalog i autentikacija","UI_CONTROL","src/app/(account)/nalog/podesavanja/page.tsx:108","Button: Sačuvaj profil","Kontrola je dostupna tastaturom, izvršava akciju i prikazuje tačno stanje","src/app/(account)/nalog/podesavanja/page.tsx","Stranica koja renderuje komponentu","PARTIAL","P2","Statička kontrola inventarisana + build; direktan događaj/persistence nije zasebno dokazan","Jedan red predstavlja jednu statičku JSX definiciju; runtime mapiranja mogu proizvesti više instanci.","Browser interaction + keyboard/focus + error state"
"CTL-0032","Nalog i autentikacija","UI_CONTROL","src/app/(account)/nalog/podesavanja/page.tsx:114","form: updateConsentAction","Validacija, submit samo jednom, jasna success/error povratna informacija","src/app/(account)/nalog/podesavanja/page.tsx","Stranica koja renderuje komponentu","PARTIAL","P2","Statička kontrola inventarisana + build; direktan događaj/persistence nije zasebno dokazan","Jedan red predstavlja jednu statičku JSX definiciju; runtime mapiranja mogu proizvesti više instanci.","Browser interaction + keyboard/focus + error state"
"CTL-0033","Nalog i autentikacija","UI_CONTROL","src/app/(account)/nalog/podesavanja/page.tsx:115","input: checkbox","Kontrola je dostupna tastaturom, izvršava akciju i prikazuje tačno stanje","src/app/(account)/nalog/podesavanja/page.tsx","Stranica koja renderuje komponentu","PARTIAL","P2","Statička kontrola inventarisana + build; direktan događaj/persistence nije zasebno dokazan","Jedan red predstavlja jednu statičku JSX definiciju; runtime mapiranja mogu proizvesti više instanci.","Browser interaction + keyboard/focus + error state"
"CTL-0034","Nalog i autentikacija","UI_CONTROL","src/app/(account)/nalog/podesavanja/page.tsx:116","Button: Sačuvaj saglasnosti","Kontrola je dostupna tastaturom, izvršava akciju i prikazuje tačno stanje","src/app/(account)/nalog/podesavanja/page.tsx","Stranica koja renderuje komponentu","PARTIAL","P2","Statička kontrola inventarisana + build; direktan događaj/persistence nije zasebno dokazan","Jedan red predstavlja jednu statičku JSX definiciju; runtime mapiranja mogu proizvesti više instanci.","Browser interaction + keyboard/focus + error state"
"CTL-0035","Nalog i autentikacija","UI_CONTROL","src/app/(account)/nalog/podesavanja/page.tsx:125","a: Preuzmi moje podatke","Kontrola je dostupna tastaturom, izvršava akciju i prikazuje tačno stanje","src/app/(account)/nalog/podesavanja/page.tsx","Stranica koja renderuje komponentu","PARTIAL","P2","Statička kontrola inventarisana + build; direktan događaj/persistence nije zasebno dokazan","Jedan red predstavlja jednu statičku JSX definiciju; runtime mapiranja mogu proizvesti više instanci.","Browser interaction + keyboard/focus + error state"
"CTL-0036","Nalog i autentikacija","UI_CONTROL","src/app/(account)/nalog/podesavanja/page.tsx:126","Link: Podešavanja kolačića","Kontrola je dostupna tastaturom, izvršava akciju i prikazuje tačno stanje","src/app/(account)/nalog/podesavanja/page.tsx","Stranica koja renderuje komponentu","PARTIAL","P2","Statička kontrola inventarisana + build; direktan događaj/persistence nije zasebno dokazan","Jedan red predstavlja jednu statičku JSX definiciju; runtime mapiranja mogu proizvesti više instanci.","Browser interaction + keyboard/focus + error state"
"CTL-0037","Nalog i autentikacija","UI_CONTROL","src/app/(account)/nalog/podesavanja/page.tsx:133","form: deleteAccountAction","Validacija, submit samo jednom, jasna success/error povratna informacija","src/app/(account)/nalog/podesavanja/page.tsx","Stranica koja renderuje komponentu","PARTIAL","P2","Statička kontrola inventarisana + build; direktan događaj/persistence nije zasebno dokazan","Jedan red predstavlja jednu statičku JSX definiciju; runtime mapiranja mogu proizvesti više instanci.","Browser interaction + keyboard/focus + error state"
"CTL-0038","Nalog i autentikacija","UI_CONTROL","src/app/(account)/nalog/podesavanja/page.tsx:133","Input: confirmation","Kontrola je dostupna tastaturom, izvršava akciju i prikazuje tačno stanje","src/app/(account)/nalog/podesavanja/page.tsx","Stranica koja renderuje komponentu","PARTIAL","P2","Statička kontrola inventarisana + build; direktan događaj/persistence nije zasebno dokazan","Jedan red predstavlja jednu statičku JSX definiciju; runtime mapiranja mogu proizvesti više instanci.","Browser interaction + keyboard/focus + error state"
"CTL-0039","Nalog i autentikacija","UI_CONTROL","src/app/(account)/nalog/podesavanja/page.tsx:133","Button: Obriši nalog","Kontrola je dostupna tastaturom, izvršava akciju i prikazuje tačno stanje","src/app/(account)/nalog/podesavanja/page.tsx","Stranica koja renderuje komponentu","PARTIAL","P2","Statička kontrola inventarisana + build; direktan događaj/persistence nije zasebno dokazan","Jedan red predstavlja jednu statičku JSX definiciju; runtime mapiranja mogu proizvesti više instanci.","Browser interaction + keyboard/focus + error state"
"CTL-0040","Nalog i autentikacija","UI_CONTROL","src/app/(account)/nalog/podesavanja/page.tsx:140","Input: name","Kontrola je dostupna tastaturom, izvršava akciju i prikazuje tačno stanje","src/app/(account)/nalog/podesavanja/page.tsx","Stranica koja renderuje komponentu","PARTIAL","P2","Statička kontrola inventarisana + build; direktan događaj/persistence nije zasebno dokazan","Jedan red predstavlja jednu statičku JSX definiciju; runtime mapiranja mogu proizvesti više instanci.","Browser interaction + keyboard/focus + error state"
"CTL-0041","Nalog i autentikacija","UI_CONTROL","src/app/(account)/nalog/porudzbine/[id]/page.tsx:29","Link: Sve porudžbine","Kontrola je dostupna tastaturom, izvršava akciju i prikazuje tačno stanje","src/app/(account)/nalog/porudzbine/[id]/page.tsx","Stranica koja renderuje komponentu","PARTIAL","P2","Statička kontrola inventarisana + build; direktan događaj/persistence nije zasebno dokazan","Jedan red predstavlja jednu statičku JSX definiciju; runtime mapiranja mogu proizvesti više instanci.","Browser interaction + keyboard/focus + error state"
"CTL-0042","Nalog i autentikacija","UI_CONTROL","src/app/(account)/nalog/porudzbine/page.tsx:34","Link: Nazad na nalog","Kontrola je dostupna tastaturom, izvršava akciju i prikazuje tačno stanje","src/app/(account)/nalog/porudzbine/page.tsx","Stranica koja renderuje komponentu","PARTIAL","P2","Statička kontrola inventarisana + build; direktan događaj/persistence nije zasebno dokazan","Jedan red predstavlja jednu statičku JSX definiciju; runtime mapiranja mogu proizvesti više instanci.","Browser interaction + keyboard/focus + error state"
"CTL-0043","Nalog i autentikacija","UI_CONTROL","src/app/(account)/nalog/porudzbine/page.tsx:45","Link: `/nalog/porudzbine/${encodeURIComponent(order.number)}`","Kontrola je dostupna tastaturom, izvršava akciju i prikazuje tačno stanje","src/app/(account)/nalog/porudzbine/page.tsx","Stranica koja renderuje komponentu","PARTIAL","P2","Statička kontrola inventarisana + build; direktan događaj/persistence nije zasebno dokazan","Jedan red predstavlja jednu statičku JSX definiciju; runtime mapiranja mogu proizvesti više instanci.","Browser interaction + keyboard/focus + error state"
"CTL-0044","Nalog i autentikacija","UI_CONTROL","src/app/(account)/nalog/porudzbine/page.tsx:90","Link: Pogledaj akciju","Kontrola je dostupna tastaturom, izvršava akciju i prikazuje tačno stanje","src/app/(account)/nalog/porudzbine/page.tsx","Stranica koja renderuje komponentu","PARTIAL","P2","Statička kontrola inventarisana + build; direktan događaj/persistence nije zasebno dokazan","Jedan red predstavlja jednu statičku JSX definiciju; runtime mapiranja mogu proizvesti više instanci.","Browser interaction + keyboard/focus + error state"
"CTL-0045","Nalog i autentikacija","UI_CONTROL","src/app/(account)/nalog/prijava/form.tsx:32","Input: email","Kontrola je dostupna tastaturom, izvršava akciju i prikazuje tačno stanje","src/app/(account)/nalog/prijava/form.tsx","Stranica koja renderuje komponentu","PARTIAL","P2","Statička kontrola inventarisana + build; direktan događaj/persistence nije zasebno dokazan","Jedan red predstavlja jednu statičku JSX definiciju; runtime mapiranja mogu proizvesti više instanci.","Browser interaction + keyboard/focus + error state"
"CTL-0046","Nalog i autentikacija","UI_CONTROL","src/app/(account)/nalog/prijava/form.tsx:45","Input: password","Kontrola je dostupna tastaturom, izvršava akciju i prikazuje tačno stanje","src/app/(account)/nalog/prijava/form.tsx","Stranica koja renderuje komponentu","PARTIAL","P2","Statička kontrola inventarisana + build; direktan događaj/persistence nije zasebno dokazan","Jedan red predstavlja jednu statičku JSX definiciju; runtime mapiranja mogu proizvesti više instanci.","Browser interaction + keyboard/focus + error state"
"CTL-0047","Nalog i autentikacija","UI_CONTROL","src/app/(account)/nalog/prijava/form.tsx:56","input: remember","Kontrola je dostupna tastaturom, izvršava akciju i prikazuje tačno stanje","src/app/(account)/nalog/prijava/form.tsx","Stranica koja renderuje komponentu","PARTIAL","P2","Statička kontrola inventarisana + build; direktan događaj/persistence nije zasebno dokazan","Jedan red predstavlja jednu statičku JSX definiciju; runtime mapiranja mogu proizvesti više instanci.","Browser interaction + keyboard/focus + error state"
"CTL-0048","Nalog i autentikacija","UI_CONTROL","src/app/(account)/nalog/prijava/form.tsx:64","Button: submit","Kontrola je dostupna tastaturom, izvršava akciju i prikazuje tačno stanje","src/app/(account)/nalog/prijava/form.tsx","Stranica koja renderuje komponentu","PARTIAL","P2","Statička kontrola inventarisana + build; direktan događaj/persistence nije zasebno dokazan","Jedan red predstavlja jednu statičku JSX definiciju; runtime mapiranja mogu proizvesti više instanci.","Browser interaction + keyboard/focus + error state"
"CTL-0049","Nalog i autentikacija","UI_CONTROL","src/app/(account)/nalog/prijava/page.tsx:102","AuthTabs: AuthTabs bez statičkog labela","Kontrola je dostupna tastaturom, izvršava akciju i prikazuje tačno stanje","src/app/(account)/nalog/prijava/page.tsx","Stranica koja renderuje komponentu","PARTIAL","P2","Statička kontrola inventarisana + build; direktan događaj/persistence nije zasebno dokazan","Jedan red predstavlja jednu statičku JSX definiciju; runtime mapiranja mogu proizvesti više instanci.","Browser interaction + keyboard/focus + error state"
"CTL-0050","Nalog i autentikacija","UI_CONTROL","src/app/(account)/nalog/prijava/page.tsx:130","form: loginAction","Validacija, submit samo jednom, jasna success/error povratna informacija","src/app/(account)/nalog/prijava/page.tsx","Stranica koja renderuje komponentu","PARTIAL","P2","Statička kontrola inventarisana + build; direktan događaj/persistence nije zasebno dokazan","Jedan red predstavlja jednu statičku JSX definiciju; runtime mapiranja mogu proizvesti više instanci.","Browser interaction + keyboard/focus + error state"
"CTL-0051","Nalog i autentikacija","UI_CONTROL","src/app/(account)/nalog/prijava/page.tsx:131","input: hidden","Kontrola je dostupna tastaturom, izvršava akciju i prikazuje tačno stanje","src/app/(account)/nalog/prijava/page.tsx","Stranica koja renderuje komponentu","PARTIAL","P2","Statička kontrola inventarisana + build; direktan događaj/persistence nije zasebno dokazan","Jedan red predstavlja jednu statičku JSX definiciju; runtime mapiranja mogu proizvesti više instanci.","Browser interaction + keyboard/focus + error state"
"CTL-0052","Nalog i autentikacija","UI_CONTROL","src/app/(account)/nalog/prijava/page.tsx:135","Link: Zaboravili ste lozinku?","Kontrola je dostupna tastaturom, izvršava akciju i prikazuje tačno stanje","src/app/(account)/nalog/prijava/page.tsx","Stranica koja renderuje komponentu","PARTIAL","P2","Statička kontrola inventarisana + build; direktan događaj/persistence nije zasebno dokazan","Jedan red predstavlja jednu statičku JSX definiciju; runtime mapiranja mogu proizvesti više instanci.","Browser interaction + keyboard/focus + error state"
"CTL-0053","Nalog i autentikacija","UI_CONTROL","src/app/(account)/nalog/prijava/page.tsx:144","Link: Registrujte se.","Kontrola je dostupna tastaturom, izvršava akciju i prikazuje tačno stanje","src/app/(account)/nalog/prijava/page.tsx","Stranica koja renderuje komponentu","PARTIAL","P2","Statička kontrola inventarisana + build; direktan događaj/persistence nije zasebno dokazan","Jedan red predstavlja jednu statičku JSX definiciju; runtime mapiranja mogu proizvesti više instanci.","Browser interaction + keyboard/focus + error state"
"CTL-0054","Nalog i autentikacija","UI_CONTROL","src/app/(account)/nalog/prijava/page.tsx:151","Link: Nazad u prodavnicu","Kontrola je dostupna tastaturom, izvršava akciju i prikazuje tačno stanje","src/app/(account)/nalog/prijava/page.tsx","Stranica koja renderuje komponentu","PARTIAL","P2","Statička kontrola inventarisana + build; direktan događaj/persistence nije zasebno dokazan","Jedan red predstavlja jednu statičku JSX definiciju; runtime mapiranja mogu proizvesti više instanci.","Browser interaction + keyboard/focus + error state"
"CTL-0055","Nalog i autentikacija","UI_CONTROL","src/app/(account)/nalog/prijava/page.tsx:173","Link: Prijava","Kontrola je dostupna tastaturom, izvršava akciju i prikazuje tačno stanje","src/app/(account)/nalog/prijava/page.tsx","Stranica koja renderuje komponentu","PARTIAL","P2","Statička kontrola inventarisana + build; direktan događaj/persistence nije zasebno dokazan","Jedan red predstavlja jednu statičku JSX definiciju; runtime mapiranja mogu proizvesti više instanci.","Browser interaction + keyboard/focus + error state"
"CTL-0056","Nalog i autentikacija","UI_CONTROL","src/app/(account)/nalog/prijava/page.tsx:182","Link: Registracija","Kontrola je dostupna tastaturom, izvršava akciju i prikazuje tačno stanje","src/app/(account)/nalog/prijava/page.tsx","Stranica koja renderuje komponentu","PARTIAL","P2","Statička kontrola inventarisana + build; direktan događaj/persistence nije zasebno dokazan","Jedan red predstavlja jednu statičku JSX definiciju; runtime mapiranja mogu proizvesti više instanci.","Browser interaction + keyboard/focus + error state"
"CTL-0057","Nalog i autentikacija","UI_CONTROL","src/app/(account)/nalog/registracija/form.tsx:49","Input: firstName","Kontrola je dostupna tastaturom, izvršava akciju i prikazuje tačno stanje","src/app/(account)/nalog/registracija/form.tsx","Stranica koja renderuje komponentu","PARTIAL","P2","Statička kontrola inventarisana + build; direktan događaj/persistence nije zasebno dokazan","Jedan red predstavlja jednu statičku JSX definiciju; runtime mapiranja mogu proizvesti više instanci.","Browser interaction + keyboard/focus + error state"
"CTL-0058","Nalog i autentikacija","UI_CONTROL","src/app/(account)/nalog/registracija/form.tsx:58","Input: lastName","Kontrola je dostupna tastaturom, izvršava akciju i prikazuje tačno stanje","src/app/(account)/nalog/registracija/form.tsx","Stranica koja renderuje komponentu","PARTIAL","P2","Statička kontrola inventarisana + build; direktan događaj/persistence nije zasebno dokazan","Jedan red predstavlja jednu statičku JSX definiciju; runtime mapiranja mogu proizvesti više instanci.","Browser interaction + keyboard/focus + error state"
"CTL-0059","Nalog i autentikacija","UI_CONTROL","src/app/(account)/nalog/registracija/form.tsx:68","Input: email","Kontrola je dostupna tastaturom, izvršava akciju i prikazuje tačno stanje","src/app/(account)/nalog/registracija/form.tsx","Stranica koja renderuje komponentu","PARTIAL","P2","Statička kontrola inventarisana + build; direktan događaj/persistence nije zasebno dokazan","Jedan red predstavlja jednu statičku JSX definiciju; runtime mapiranja mogu proizvesti više instanci.","Browser interaction + keyboard/focus + error state"
"CTL-0060","Nalog i autentikacija","UI_CONTROL","src/app/(account)/nalog/registracija/form.tsx:81","Input: password","Kontrola je dostupna tastaturom, izvršava akciju i prikazuje tačno stanje","src/app/(account)/nalog/registracija/form.tsx","Stranica koja renderuje komponentu","PARTIAL","P2","Statička kontrola inventarisana + build; direktan događaj/persistence nije zasebno dokazan","Jedan red predstavlja jednu statičku JSX definiciju; runtime mapiranja mogu proizvesti više instanci.","Browser interaction + keyboard/focus + error state"
"CTL-0061","Nalog i autentikacija","UI_CONTROL","src/app/(account)/nalog/registracija/form.tsx:94","Input: confirmPassword","Kontrola je dostupna tastaturom, izvršava akciju i prikazuje tačno stanje","src/app/(account)/nalog/registracija/form.tsx","Stranica koja renderuje komponentu","PARTIAL","P2","Statička kontrola inventarisana + build; direktan događaj/persistence nije zasebno dokazan","Jedan red predstavlja jednu statičku JSX definiciju; runtime mapiranja mogu proizvesti više instanci.","Browser interaction + keyboard/focus + error state"
"CTL-0062","Nalog i autentikacija","UI_CONTROL","src/app/(account)/nalog/registracija/form.tsx:109","input: marketingEmailConsent","Kontrola je dostupna tastaturom, izvršava akciju i prikazuje tačno stanje","src/app/(account)/nalog/registracija/form.tsx","Stranica koja renderuje komponentu","PARTIAL","P2","Statička kontrola inventarisana + build; direktan događaj/persistence nije zasebno dokazan","Jedan red predstavlja jednu statičku JSX definiciju; runtime mapiranja mogu proizvesti više instanci.","Browser interaction + keyboard/focus + error state"
"CTL-0063","Nalog i autentikacija","UI_CONTROL","src/app/(account)/nalog/registracija/form.tsx:121","Button: submit","Kontrola je dostupna tastaturom, izvršava akciju i prikazuje tačno stanje","src/app/(account)/nalog/registracija/form.tsx","Stranica koja renderuje komponentu","PARTIAL","P2","Statička kontrola inventarisana + build; direktan događaj/persistence nije zasebno dokazan","Jedan red predstavlja jednu statičku JSX definiciju; runtime mapiranja mogu proizvesti više instanci.","Browser interaction + keyboard/focus + error state"
"CTL-0064","Nalog i autentikacija","UI_CONTROL","src/app/(account)/nalog/registracija/page.tsx:181","AuthTabs: AuthTabs bez statičkog labela","Kontrola je dostupna tastaturom, izvršava akciju i prikazuje tačno stanje","src/app/(account)/nalog/registracija/page.tsx","Stranica koja renderuje komponentu","PARTIAL","P2","Statička kontrola inventarisana + build; direktan događaj/persistence nije zasebno dokazan","Jedan red predstavlja jednu statičku JSX definiciju; runtime mapiranja mogu proizvesti više instanci.","Browser interaction + keyboard/focus + error state"
"CTL-0065","Nalog i autentikacija","UI_CONTROL","src/app/(account)/nalog/registracija/page.tsx:204","form: registerAction","Validacija, submit samo jednom, jasna success/error povratna informacija","src/app/(account)/nalog/registracija/page.tsx","Stranica koja renderuje komponentu","PARTIAL","P2","Statička kontrola inventarisana + build; direktan događaj/persistence nije zasebno dokazan","Jedan red predstavlja jednu statičku JSX definiciju; runtime mapiranja mogu proizvesti više instanci.","Browser interaction + keyboard/focus + error state"
"CTL-0066","Nalog i autentikacija","UI_CONTROL","src/app/(account)/nalog/registracija/page.tsx:205","input: hidden","Kontrola je dostupna tastaturom, izvršava akciju i prikazuje tačno stanje","src/app/(account)/nalog/registracija/page.tsx","Stranica koja renderuje komponentu","PARTIAL","P2","Statička kontrola inventarisana + build; direktan događaj/persistence nije zasebno dokazan","Jedan red predstavlja jednu statičku JSX definiciju; runtime mapiranja mogu proizvesti više instanci.","Browser interaction + keyboard/focus + error state"
"CTL-0067","Nalog i autentikacija","UI_CONTROL","src/app/(account)/nalog/registracija/page.tsx:211","Link: Prijavite se.","Kontrola je dostupna tastaturom, izvršava akciju i prikazuje tačno stanje","src/app/(account)/nalog/registracija/page.tsx","Stranica koja renderuje komponentu","PARTIAL","P2","Statička kontrola inventarisana + build; direktan događaj/persistence nije zasebno dokazan","Jedan red predstavlja jednu statičku JSX definiciju; runtime mapiranja mogu proizvesti više instanci.","Browser interaction + keyboard/focus + error state"
